No,gene,Heart_assoc_HPOs,Heart_HP_Count,pvalue_Heart_more,pvalue_Heart_less
750,NAGA,HP:0001627,1,,
751,NAGLU,HP:0001627,1,,
752,NAXD,HP:0001627,1,,
753,NBAS,HP:0001627,1,,
754,NCAPG2,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
755,NCF1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001658, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
756,ND1,"HP:0001627, HP:0001711, HP:0001713",3,,
757,ND2,HP:0001627,1,,
758,ND3,HP:0001627,1,,
759,ND4,HP:0001627,1,,
760,ND5,"HP:0001627, HP:0001711, HP:0001713",3,,
761,ND6,"HP:0001627, HP:0001711, HP:0001713",3,,
762,NDE1,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0011994",7,,
763,NDUFA1,HP:0001627,1,0.003509472,
764,NDUFA10,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.010266279,
765,NDUFA11,HP:0001627,1,0.00427305,
766,NDUFA12,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.000328085,
767,NDUFA13,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,1.09067E-05,
768,NDUFA2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.000958199,
769,NDUFA4,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,1.35604E-06,
770,NDUFA6,HP:0001627,1,0.000165368,
771,NDUFA9,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.011829665,
772,NDUFAF1,HP:0001627,1,0.008701904,
773,NDUFAF2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
774,NDUFAF3,HP:0001627,1,2.59319E-07,
775,NDUFAF4,HP:0001627,1,0.001413536,
776,NDUFAF5,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
777,NDUFAF6,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
778,NDUFAF8,HP:0001627,1,,
779,NDUFB10,HP:0001627,1,0.000194226,
780,NDUFB11,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001671, HP:0001702, HP:0001713, HP:0001788, HP:0005120, HP:0006705, HP:0010438, HP:0011994",12,0.000130279,
781,NDUFB3,HP:0001627,1,0.004459393,
782,NDUFB8,HP:0001627,1,,
783,NDUFB9,HP:0001627,1,0.000562447,
784,NDUFC2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011682",6,0.00015274,
785,NDUFS1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.00369875,
786,NDUFS2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.00355332,
787,NDUFS3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.000566836,
788,NDUFS4,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.003352854,
789,NDUFS6,HP:0001627,1,0.001167119,
790,NDUFS7,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.01367383,
791,NDUFS8,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.005613198,
792,NDUFV1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.010465235,
793,NDUFV2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.038615909,
794,NEB,HP:0001627,1,,0.019451586
795,NECTIN1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
796,NEDD4L,"HP:0001627, HP:0001654",2,,0.027858087
797,NEK1,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0006695, HP:0010438, HP:0011994",9,,
798,NEK10,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
799,NEK8,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,0.034253861
800,NEK9,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
801,NELFA,"HP:0001627, HP:0001631, HP:0001654, HP:0001671, HP:0005120, HP:0011994",6,,
802,NEU1,HP:0001627,1,,
803,NEUROD2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
804,NEXN,"HP:0001627, HP:0001711, HP:0001713",3,0.000236313,
805,NF1,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001684, HP:0001713, HP:0001731, HP:0005120, HP:0006705, HP:0010438, HP:0011994",13,,
806,NFE2L2,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
807,NFIX,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
808,NFS1,HP:0001627,1,,0.029493519
809,NHLRC2,HP:0001627,1,,
810,NIPA1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
811,NIPA2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,0.020347657,
812,NIPBL,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.026133802
813,NKAP,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
814,NKX2-1,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
815,NKX2-5,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001669, HP:0001670, HP:0001671, HP:0001674, HP:0001684, HP:0001705, HP:0001707, HP:0001710, HP:0001711, HP:0001713, HP:0001718, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0010883, HP:0011103, HP:0011545, HP:0011546, HP:0011560, HP:0011563, HP:0011723, HP:0011994, HP:0025580, HP:0045017",35,8.87314E-06,
816,NKX2-6,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001669, HP:0001671, HP:0001674, HP:0001707, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0006695, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",19,,
817,NME8,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
818,NNT,HP:0001627,1,2.89549E-05,
819,NOD2,"HP:0001627, HP:0001713",2,,
820,NODAL,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001651, HP:0001669, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001750, HP:0005120, HP:0006695, HP:0010438, HP:0011534, HP:0011535, HP:0011545, HP:0011546, HP:0011554, HP:0011555, HP:0011563, HP:0011723, HP:0011994, HP:0031348",24,,
821,NONO,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001702, HP:0001707, HP:0001711, HP:0001713, HP:0005120, HP:0006705, HP:0010316, HP:0010438, HP:0011994, HP:0030681, HP:0031192",17,9.13945E-06,
822,NOTCH1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001687, HP:0001707, HP:0001710, HP:0001711, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0006705, HP:0010438, HP:0011103, HP:0011545, HP:0011546, HP:0011560, HP:0011563, HP:0011723, HP:0011994, HP:0025580, HP:0045017",30,,
823,NOTCH2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
824,NOTCH3,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0010438",8,,
825,NPHP3,"HP:0001627, HP:0001631, HP:0001651, HP:0001671, HP:0001696, HP:0001707, HP:0001713, HP:0005120, HP:0011534, HP:0011994",10,,
826,NPPA,"HP:0001627, HP:0001713, HP:0030681, HP:0031192",4,3.66881E-10,
827,NPR 3.00,"HP:0001627, HP:0001654, HP:0001755, HP:0006705",4,,
828,NR2F2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001684, HP:0001710, HP:0001713, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0010438, HP:0011545, HP:0011563, HP:0011994, HP:0045017",17,,
829,NRAS,"HP:0001627, HP:0001641, HP:0001654",3,0.00113661,
830,NSD1,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.04854191
831,NSD2,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
832,NSDHL,"HP:0001627, HP:0001671, HP:0001713, HP:0001750",4,,
833,NSMCE2,"HP:0001627, HP:0001713",2,,0.030999191
834,NUBPL,HP:0001627,1,,
835,NUP107,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.03557505
836,NUP188,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011623, HP:0011682",7,,
837,NXN,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",18,,
838,ODAD1,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
839,ODAD2,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
840,ODAD3,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
841,ODAD4,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
842,OFD1,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
843,OGT,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
844,OPA1,HP:0001627,1,,
845,OTUD5,"HP:0001627, HP:0001629, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0010438, HP:0011545, HP:0011563, HP:0011723",10,,
846,OTUD6B,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
847,OTX2,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,0.003288359
848,P4HA2,"HP:0001627, HP:0001710, HP:0001719, HP:0011545, HP:0011563, HP:0011658, HP:0011723",7,0.010850534,
849,PACS1,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",12,,
850,PACS2,"HP:0001627, HP:0001671",2,,
851,PAH,"HP:0001627, HP:0001629, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0045017",14,,0.034166855
852,PALB2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",14,,
853,PAM16,HP:0001627,1,,0.008717809
854,PARS2,HP:0001627,1,0.03145192,
855,PAX3,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
856,PBX1,HP:0001627,1,,
857,PCCA,HP:0001627,1,,0.02729644
858,PCCB,HP:0001627,1,,
859,PCGF2,"HP:0001627, HP:0001631, HP:0001654, HP:0001671, HP:0001702, HP:0001727, HP:0005120, HP:0006705, HP:0011994",9,,
860,PCNT,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.026206785
861,PCSK9,"HP:0001627, HP:0001713",2,,
862,PDE11A,HP:0001627,1,,
863,PDE6D,HP:0001627,1,,
864,PDE8B,HP:0001627,1,,
865,PDGFRA,"HP:0001627, HP:0006685",2,,
866,PDHA1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.00396086,
867,PDPN,"HP:0001627, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0011545, HP:0011563",7,,
868,PDSS2,HP:0001627,1,,0.003758419
869,PDX1,HP:0001627,1,,
870,PET100,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
871,PEX1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
872,PEX10,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.002999156,
873,PEX11B,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
874,PEX12,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.010365879,
875,PEX13,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
876,PEX14,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.009843866
877,PEX16,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
878,PEX19,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",13,7.0264E-06,
879,PEX2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
880,PEX26,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
881,PEX3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
882,PEX5,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
883,PEX6,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
884,PEX7,HP:0001627,1,,0.006943603
885,PGAP1,"HP:0001627, HP:0001631, HP:0001671, HP:0001684, HP:0005120, HP:0011994",6,,
886,PGM1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.030559807,
887,PHGDH,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001669, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
888,PHKA2,HP:0001627,1,,0.00766783
889,PHKG2,HP:0001627,1,,
890,PHYH,HP:0001627,1,,
891,PIBF1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,0.041897756
892,PIEZO1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
893,PIEZO2,"HP:0001627, HP:0001629, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0010438, HP:0011534",8,,
894,PIGA,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
895,PIGF,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
896,PIGG,"HP:0001627, HP:0001631, HP:0001654, HP:0001671, HP:0005120, HP:0011994",6,,
897,PIGL,"HP:0001627, HP:0001629, HP:0001636, HP:0001641, HP:0001654, HP:0001669, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0010882, HP:0011545, HP:0011563",13,,0.00463561
898,PIGN,"HP:0001627, HP:0001631, HP:0001636, HP:0001655, HP:0001671, HP:0001707, HP:0001710, HP:0001713, HP:0005120, HP:0011545, HP:0011563, HP:0011994",12,,
899,PIGO,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
900,PIGP,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
901,PIGQ,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
902,PIGS,HP:0001627,1,0.010876615,
903,PIGT,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,0.001269714,
904,PIGV,HP:0001627,1,,
905,PIK3CA,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0100571",6,,
906,PIK3R2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
907,PKD1,"HP:0001627, HP:0001654, HP:0001752, HP:0001806, HP:0006705",5,,
908,PKD1L1,"HP:0001627, HP:0001629, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0010438, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011579, HP:0011723, HP:0045017",19,,
909,PKD2,"HP:0001627, HP:0001651, HP:0001654, HP:0001676, HP:0001696, HP:0006705, HP:0011534",7,,
910,PKDCC,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
911,PKP2,"HP:0001627, HP:0001713",2,0.000492326,
912,PLAGL1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
913,PLD1,"HP:0001627, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001702, HP:0001721, HP:0005120, HP:0006705, HP:0011666, HP:0011994",11,,
914,PLN,"HP:0001627, HP:0001711, HP:0001713",3,2.38179E-09,
915,PLOD1,"HP:0001627, HP:0001636, HP:0001654, HP:0006705",4,,
916,PLVAP,HP:0001627,1,,
917,PLXND1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001669, HP:0001671, HP:0001707, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",15,,
918,PMM2,HP:0001627,1,,
919,PMS1,"HP:0001627, HP:0001713, HP:0100571",3,,0.002522306
920,PMS2,"HP:0001627, HP:0001713, HP:0100571",3,,
921,PNKP,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
922,PNPLA2,HP:0001627,1,,
923,POGZ,HP:0001627,1,,
924,POLA1,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0010882, HP:0011994",11,,0.025589186
925,POLG,"HP:0001627, HP:0001641, HP:0001654, HP:0001711, HP:0001713, HP:0006705",6,0.048638228,
926,POLG2,"HP:0001627, HP:0001711, HP:0001713",3,,
927,POLR1A,"HP:0001627, HP:0001671",2,,
928,POLR3A,"HP:0001627, HP:0001641, HP:0001654, HP:0005164, HP:0045017",5,,
929,POMGNT1,HP:0001627,1,0.010188111,
930,POMK,HP:0001627,1,,0.019166486
931,POMT1,"HP:0001627, HP:0001711, HP:0001713",3,0.040130462,
932,POMT2,"HP:0001627, HP:0001711, HP:0001713",3,,0.02095751
933,POR,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.044579547
934,PORCN,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
935,PPA2,HP:0001627,1,,0.043057277
936,PPARG,HP:0001627,1,,
937,PPCS,HP:0001627,1,0.031883477,
938,PPP1CB,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,0.004413687,
939,PPP1R21,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.046144313
940,PPP2CA,"HP:0001627, HP:0001671",2,0.000337134,
941,PPP2R5D,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",12,0.002460733,
942,PQBP1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001651, HP:0001671, HP:0001696, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011534, HP:0011545, HP:0011563, HP:0011994",15,0.004126737,
943,PRDM16,"HP:0001627, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0001711, HP:0001713, HP:0011545, HP:0011563, HP:0030681, HP:0031192",11,,
944,PRDM5,"HP:0001627, HP:0001654, HP:0001781, HP:0006705",4,,
945,PRG4,"HP:0001627, HP:0002563",2,0.011558174,
946,PRKACA,"HP:0001627, HP:0001671, HP:0001674, HP:0006695",4,0.001423161,
947,PRKACB,"HP:0001627, HP:0001671, HP:0005120, HP:0006695, HP:0011565",5,,
948,PRKAG2,"HP:0001627, HP:0001713",2,,
949,PRKAR1A,"HP:0001627, HP:0001641, HP:0001654",3,4.58331E-07,
950,PRKCZ,"HP:0001627, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0011545, HP:0011563",7,,
951,PRKG1,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
952,PRR12,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
953,PRRX1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,0.001365105,
954,PRTN3,HP:0001627,1,,
955,PSEN1,HP:0001627,1,,0.010723978
956,PSEN2,HP:0001627,1,,
957,PSMB8,HP:0001627,1,0.02522908,
958,PSMD12,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.004873468,
959,PTCH1,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,
960,PTCH2,HP:0001627,1,,
961,PTEN,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
962,PTF1A,"HP:0001627, HP:0001631, HP:0001671, HP:0001684, HP:0005120, HP:0011994",6,,
963,PTPN11,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001690, HP:0001711, HP:0001713, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0011103, HP:0011994",15,,0.013249451
964,PTPN14,HP:0001627,1,,
965,PTPN22,"HP:0001627, HP:0001710, HP:0001719, HP:0011545, HP:0011563, HP:0011658, HP:0011723",7,,
966,PUF60,"HP:0001627, HP:0001629, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001674, HP:0001710, HP:0001713, HP:0005176, HP:0006695, HP:0010438, HP:0011545, HP:0011563, HP:0011682",16,0.049276396,
967,PURA,HP:0001627,1,0.01479669,
968,PYGL,HP:0001627,1,,
969,PYGM,HP:0001627,1,1.96235E-05,
970,QRICH1,"HP:0001627, HP:0001669, HP:0011545, HP:0011563",4,,0.010744242
971,QRSL1,HP:0001627,1,0.000294875,
972,RAB23,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001669, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",13,,
973,RAB3GAP2,HP:0001627,1,,
974,RAC1,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",12,0.009327131,
975,RAD21,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011682, HP:0011994",13,0.0002172,
976,RAD51,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
977,RAD51C,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
978,RAF1,"HP:0001627, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001774, HP:0005120, HP:0006695, HP:0006705, HP:0011994",10,,0.003669864
979,RAI1,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",17,,
980,RARB,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0005120, HP:0005156, HP:0010438, HP:0025579",8,,
981,RASA1,HP:0001627,1,,0.025940088
982,RASA2,"HP:0001627, HP:0001641, HP:0001654",3,,
983,RBCK1,HP:0001627,1,,
984,RBM10,"HP:0001627, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",9,,
985,RBM20,HP:0001627,1,4.50529E-06,
986,RBM8A,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,0.000121891,
987,RBPJ,"HP:0001627, HP:0001636, HP:0001641, HP:0001654, HP:0001710, HP:0011545, HP:0011563",7,,
988,RECQL4,"HP:0001627, HP:0001671",2,,
989,RELN,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
990,RERE,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",14,,9.66308E-05
991,RFC2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001661, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
992,RFWD3,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
993,RIPK4,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
994,RIT1,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0010438, HP:0011994",11,0.001891506,
995,RLIM,HP:0001627,1,,
996,RMND1,HP:0001627,1,,
997,RMRP,"HP:0001627, HP:0001671",2,,
998,RNASEH1,HP:0001627,1,0.019596606,
999,RNASEH2A,HP:0001627,1,0.007795893,
1000,RNASEH2B,HP:0001627,1,,
1001,RNASEH2C,HP:0001627,1,0.014926991,
1002,RNF113A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.008970253,
1003,RNF135,"HP:0001627, HP:0001641, HP:0001654",3,,
