gene_short_name,Heart_assoc_HPOs,Heart_HP_Count,pvalue_Heart_more,pvalue_Heart_less
NDUFS6,HP:0001627,1,0.001167119,
NDUFS7,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.01367383,
NDUFS8,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.005613198,
NDUFV1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.010465235,
NDUFV2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.038615909,
NEB,HP:0001627,1,,0.019451586
NECTIN1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
NEDD4L,"HP:0001627, HP:0001654",2,,0.027858087
NEK1,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0006695, HP:0010438, HP:0011994",9,,
NEK10,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
NEK8,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,0.034253861
NEK9,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
NELFA,"HP:0001627, HP:0001631, HP:0001654, HP:0001671, HP:0005120, HP:0011994",6,,
NEU1,HP:0001627,1,,
NEUROD2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
NEXN,"HP:0001627, HP:0001711, HP:0001713",3,0.000236313,
NF1,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001684, HP:0001713, HP:0001731, HP:0005120, HP:0006705, HP:0010438, HP:0011994",13,,
NFE2L2,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
NFIX,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
NFS1,HP:0001627,1,,0.029493519
NHLRC2,HP:0001627,1,,
NIPA1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
NIPA2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,0.020347657,
NIPBL,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.026133802
NKAP,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
NKX2-1,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
NKX2-5,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001669, HP:0001670, HP:0001671, HP:0001674, HP:0001684, HP:0001705, HP:0001707, HP:0001710, HP:0001711, HP:0001713, HP:0001718, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0010883, HP:0011103, HP:0011545, HP:0011546, HP:0011560, HP:0011563, HP:0011723, HP:0011994, HP:0025580, HP:0045017",35,8.87314E-06,
NKX2-6,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001669, HP:0001671, HP:0001674, HP:0001707, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0006695, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",19,,
NME8,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
NNT,HP:0001627,1,2.89549E-05,
NOD2,"HP:0001627, HP:0001713",2,,
NODAL,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001651, HP:0001669, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001750, HP:0005120, HP:0006695, HP:0010438, HP:0011534, HP:0011535, HP:0011545, HP:0011546, HP:0011554, HP:0011555, HP:0011563, HP:0011723, HP:0011994, HP:0031348",24,,
NONO,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001702, HP:0001707, HP:0001711, HP:0001713, HP:0005120, HP:0006705, HP:0010316, HP:0010438, HP:0011994, HP:0030681, HP:0031192",17,9.13945E-06,
NOTCH1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001687, HP:0001707, HP:0001710, HP:0001711, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0006705, HP:0010438, HP:0011103, HP:0011545, HP:0011546, HP:0011560, HP:0011563, HP:0011723, HP:0011994, HP:0025580, HP:0045017",30,,
NOTCH2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
NOTCH3,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0010438",8,,
NPHP3,"HP:0001627, HP:0001631, HP:0001651, HP:0001671, HP:0001696, HP:0001707, HP:0001713, HP:0005120, HP:0011534, HP:0011994",10,,
NPPA,"HP:0001627, HP:0001713, HP:0030681, HP:0031192",4,3.66881E-10,
NPR 3.00,"HP:0001627, HP:0001654, HP:0001755, HP:0006705",4,,
NR2F2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001684, HP:0001710, HP:0001713, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0010438, HP:0011545, HP:0011563, HP:0011994, HP:0045017",17,,
NRAS,"HP:0001627, HP:0001641, HP:0001654",3,0.00113661,
NSD1,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.04854191
NSD2,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
NSDHL,"HP:0001627, HP:0001671, HP:0001713, HP:0001750",4,,
NSMCE2,"HP:0001627, HP:0001713",2,,0.030999191
NUBPL,HP:0001627,1,,
NUP107,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.03557505
NUP188,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011623, HP:0011682",7,,
NXN,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",18,,
ODAD1,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
ODAD2,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
ODAD3,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
ODAD4,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
OFD1,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
OGT,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
OPA1,HP:0001627,1,,
OTUD5,"HP:0001627, HP:0001629, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0010438, HP:0011545, HP:0011563, HP:0011723",10,,
OTUD6B,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
OTX2,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,0.003288359
P4HA2,"HP:0001627, HP:0001710, HP:0001719, HP:0011545, HP:0011563, HP:0011658, HP:0011723",7,0.010850534,
PACS1,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",12,,
PACS2,"HP:0001627, HP:0001671",2,,
PAH,"HP:0001627, HP:0001629, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0045017",14,,0.034166855
PALB2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",14,,
PAM16,HP:0001627,1,,0.008717809
PARS2,HP:0001627,1,0.03145192,
PAX3,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
PBX1,HP:0001627,1,,
PCCA,HP:0001627,1,,0.02729644
PCCB,HP:0001627,1,,
PCGF2,"HP:0001627, HP:0001631, HP:0001654, HP:0001671, HP:0001702, HP:0001727, HP:0005120, HP:0006705, HP:0011994",9,,
PCNT,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.026206785
PCSK9,"HP:0001627, HP:0001713",2,,
PDE11A,HP:0001627,1,,
PDE6D,HP:0001627,1,,
PDE8B,HP:0001627,1,,
PDGFRA,"HP:0001627, HP:0006685",2,,
PDHA1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.00396086,
PDPN,"HP:0001627, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0011545, HP:0011563",7,,
PDSS2,HP:0001627,1,,0.003758419
PDX1,HP:0001627,1,,
PET100,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX10,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.002999156,
PEX11B,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX12,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.010365879,
PEX13,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX14,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.009843866
PEX16,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX19,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",13,7.0264E-06,
PEX2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX26,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX5,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX6,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PEX7,HP:0001627,1,,0.006943603
PGAP1,"HP:0001627, HP:0001631, HP:0001671, HP:0001684, HP:0005120, HP:0011994",6,,
PGM1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.030559807,
PHGDH,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001669, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
PHKA2,HP:0001627,1,,0.00766783
PHKG2,HP:0001627,1,,
PHYH,HP:0001627,1,,
PIBF1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,0.041897756
PIEZO1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
PIEZO2,"HP:0001627, HP:0001629, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0010438, HP:0011534",8,,
PIGA,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
PIGF,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
PIGG,"HP:0001627, HP:0001631, HP:0001654, HP:0001671, HP:0005120, HP:0011994",6,,
PIGL,"HP:0001627, HP:0001629, HP:0001636, HP:0001641, HP:0001654, HP:0001669, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0010882, HP:0011545, HP:0011563",13,,0.00463561
PIGN,"HP:0001627, HP:0001631, HP:0001636, HP:0001655, HP:0001671, HP:0001707, HP:0001710, HP:0001713, HP:0005120, HP:0011545, HP:0011563, HP:0011994",12,,
PIGO,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
PIGP,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PIGQ,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PIGS,HP:0001627,1,0.010876615,
PIGT,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,0.001269714,
PIGV,HP:0001627,1,,
PIK3CA,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0100571",6,,
PIK3R2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
PKD1,"HP:0001627, HP:0001654, HP:0001752, HP:0001806, HP:0006705",5,,
PKD1L1,"HP:0001627, HP:0001629, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0010438, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011579, HP:0011723, HP:0045017",19,,
PKD2,"HP:0001627, HP:0001651, HP:0001654, HP:0001676, HP:0001696, HP:0006705, HP:0011534",7,,
PKDCC,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
PKP2,"HP:0001627, HP:0001713",2,0.000492326,
PLAGL1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PLD1,"HP:0001627, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001702, HP:0001721, HP:0005120, HP:0006705, HP:0011666, HP:0011994",11,,
PLN,"HP:0001627, HP:0001711, HP:0001713",3,2.38179E-09,
PLOD1,"HP:0001627, HP:0001636, HP:0001654, HP:0006705",4,,
PLVAP,HP:0001627,1,,
PLXND1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001669, HP:0001671, HP:0001707, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",15,,
PMM2,HP:0001627,1,,
PMS1,"HP:0001627, HP:0001713, HP:0100571",3,,0.002522306
PMS2,"HP:0001627, HP:0001713, HP:0100571",3,,
PNKP,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PNPLA2,HP:0001627,1,,
POGZ,HP:0001627,1,,
POLA1,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0010882, HP:0011994",11,,0.025589186
POLG,"HP:0001627, HP:0001641, HP:0001654, HP:0001711, HP:0001713, HP:0006705",6,0.048638228,
POLG2,"HP:0001627, HP:0001711, HP:0001713",3,,
POLR1A,"HP:0001627, HP:0001671",2,,
POLR3A,"HP:0001627, HP:0001641, HP:0001654, HP:0005164, HP:0045017",5,,
POMGNT1,HP:0001627,1,0.010188111,
POMK,HP:0001627,1,,0.019166486
POMT1,"HP:0001627, HP:0001711, HP:0001713",3,0.040130462,
POMT2,"HP:0001627, HP:0001711, HP:0001713",3,,0.02095751
POR,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.044579547
PORCN,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
PPA2,HP:0001627,1,,0.043057277
PPARG,HP:0001627,1,,
PPCS,HP:0001627,1,0.031883477,
PPP1CB,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,0.004413687,
PPP1R21,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.046144313
PPP2CA,"HP:0001627, HP:0001671",2,0.000337134,
PPP2R5D,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",12,0.002460733,
PQBP1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001651, HP:0001671, HP:0001696, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011534, HP:0011545, HP:0011563, HP:0011994",15,0.004126737,
PRDM16,"HP:0001627, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0001711, HP:0001713, HP:0011545, HP:0011563, HP:0030681, HP:0031192",11,,
PRDM5,"HP:0001627, HP:0001654, HP:0001781, HP:0006705",4,,
PRG4,"HP:0001627, HP:0002563",2,0.011558174,
PRKACA,"HP:0001627, HP:0001671, HP:0001674, HP:0006695",4,0.001423161,
PRKACB,"HP:0001627, HP:0001671, HP:0005120, HP:0006695, HP:0011565",5,,
PRKAG2,"HP:0001627, HP:0001713",2,,
PRKAR1A,"HP:0001627, HP:0001641, HP:0001654",3,4.58331E-07,
PRKCZ,"HP:0001627, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0011545, HP:0011563",7,,
PRKG1,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
PRR12,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
PRRX1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,0.001365105,
PRTN3,HP:0001627,1,,
PSEN1,HP:0001627,1,,0.010723978
PSEN2,HP:0001627,1,,
PSMB8,HP:0001627,1,0.02522908,
PSMD12,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.004873468,
PTCH1,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,
PTCH2,HP:0001627,1,,
PTEN,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
PTF1A,"HP:0001627, HP:0001631, HP:0001671, HP:0001684, HP:0005120, HP:0011994",6,,
PTPN11,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001690, HP:0001711, HP:0001713, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0011103, HP:0011994",15,,0.013249451
PTPN14,HP:0001627,1,,
PTPN22,"HP:0001627, HP:0001710, HP:0001719, HP:0011545, HP:0011563, HP:0011658, HP:0011723",7,,
PUF60,"HP:0001627, HP:0001629, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001674, HP:0001710, HP:0001713, HP:0005176, HP:0006695, HP:0010438, HP:0011545, HP:0011563, HP:0011682",16,0.049276396,
PURA,HP:0001627,1,0.01479669,
PYGL,HP:0001627,1,,
PYGM,HP:0001627,1,1.96235E-05,
QRICH1,"HP:0001627, HP:0001669, HP:0011545, HP:0011563",4,,0.010744242
QRSL1,HP:0001627,1,0.000294875,
RAB23,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001669, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",13,,
RAB3GAP2,HP:0001627,1,,
RAC1,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",12,0.009327131,
RAD21,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011682, HP:0011994",13,0.0002172,
RAD51,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
RAD51C,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
RAF1,"HP:0001627, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001774, HP:0005120, HP:0006695, HP:0006705, HP:0011994",10,,0.003669864
RAI1,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",17,,
RARB,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0005120, HP:0005156, HP:0010438, HP:0025579",8,,
RASA1,HP:0001627,1,,0.025940088
RASA2,"HP:0001627, HP:0001641, HP:0001654",3,,
RBCK1,HP:0001627,1,,
RBM10,"HP:0001627, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",9,,
RBM20,HP:0001627,1,4.50529E-06,
RBM8A,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,0.000121891,
RBPJ,"HP:0001627, HP:0001636, HP:0001641, HP:0001654, HP:0001710, HP:0011545, HP:0011563",7,,
RECQL4,"HP:0001627, HP:0001671",2,,
RELN,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
RERE,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",14,,9.66308E-05
RFC2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001661, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
RFWD3,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
RIPK4,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
RIT1,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0010438, HP:0011994",11,0.001891506,
RLIM,HP:0001627,1,,
RMND1,HP:0001627,1,,
RMRP,"HP:0001627, HP:0001671",2,,
RNASEH1,HP:0001627,1,0.019596606,
RNASEH2A,HP:0001627,1,0.007795893,
RNASEH2B,HP:0001627,1,,
RNASEH2C,HP:0001627,1,0.014926991,
RNF113A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.008970253,
RNF135,"HP:0001627, HP:0001641, HP:0001654",3,,
RNU4ATAC,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
RNU7-1,"HP:0001627, HP:0001711, HP:0001713",3,,
ROBO4,"HP:0001627, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0005120, HP:0011994",8,0.031202794,
ROR2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",16,,
RPGR,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,0.006717745
RPGRIP1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
RPGRIP1L,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
RPL10,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.000226326,
RPL11,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001684, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",13,3.77977E-07,
RPL15,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,4.87288E-06,
RPL18,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,1.67492E-07,
RPL26,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",11,2.49205E-06,
RPL27,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,7.86666E-08,
RPL31,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,2.85567E-06,
RPL35,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.001191375,
RPL35A,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,1.95296E-07,
RPL3L,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011623, HP:0011994, HP:0025580",11,9.60805E-06,
RPL5,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0001734, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",15,6.46799E-07,
RPS10,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,3.25018E-05,
RPS15A,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,8.55071E-05,
RPS17,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
RPS19,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,1.78265E-05,
RPS20,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994, HP:0100571",9,1.32176E-06,
RPS24,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,9.72718E-06,
RPS26,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,8.20727E-09,
RPS27,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.000201118,
RPS28,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,8.32496E-06,
